generated_at_utc,market_question,market_slug,market_end_date,yes_price,spot,target,t_years,iv,model_a_prob,model_a_ci,model_b_prob,model_b_ci,combined_prob,edge_gross,direction,uncertainty,total_cost,edge_net,verdict
2026-02-14T13:22:50.056399+00:00,"Will Bitcoin hit $150k by June 30, 2026?",will-bitcoin-hit-150k-by-june-30-2026,2026-07-01T04:00:00Z,0.0625,69374.98,150000.0,0.37082139530335007,0.4964,0.00622,0.0006891462347362858,0.00048,0.00019199390070312128,0.00335,-0.05915,BUY_NO,0.0003445731173681429,0.02079579095200055,0.03800963593063131,GO-ish
2026-02-14T13:22:56.065000+00:00,"Will Bitcoin hit $150k by March 31, 2026?",will-bitcoin-hit-150k-by-march-31-2026,2026-04-01T04:00:00Z,0.016,69371.51,150000.0,0.12167682489400335,0.47740000000000005,2e-05,3.919960799803998e-05,0.0,8.765386471799176e-09,1e-05,-0.01599,BUY_NO,1.959980399901999e-05,0.01696212324066522,-0.0009917230446642388,NO-GO
