generated_at_utc,market_question,market_slug,market_end_date,yes_price,spot,target,t_years,iv,model_a_prob,model_a_ci,model_b_prob,model_b_ci,combined_prob,edge_gross,direction,uncertainty,total_cost,edge_net,verdict
2026-02-14T13:31:07.931373+00:00,"Will Bitcoin hit $150k by June 30, 2026?",will-bitcoin-hit-150k-by-june-30-2026,2026-07-01T04:00:00Z,0.0695,69307.52,150000.0,0.37080557725536795,0.49520000000000003,0.00598,0.00067580161064265,0.00046,0.00018795335152319047,0.00322,-0.06628,BUY_NO,0.000337900805321325,0.02079579095200055,0.04514630824267813,GO-ish
2026-02-14T13:31:08.332798+00:00,"Will Bitcoin hit $150k by March 31, 2026?",will-bitcoin-hit-150k-by-march-31-2026,2026-04-01T04:00:00Z,0.016,69307.52,150000.0,0.12166115008077294,0.4727,0.0,8.765386471799176e-09,0.0,8.765386471799176e-09,0.0,-0.016,BUY_NO,4.382693235899588e-09,0.01696212324066522,-0.000962127623358455,NO-GO
