generated_at_utc,market_question,market_slug,market_end_date,yes_price,spot,target,t_years,iv,model_a_prob,model_a_ci,model_b_prob,model_b_ci,combined_prob,edge_gross,direction,uncertainty,total_cost,edge_net,verdict
2026-02-14T13:26:22.262956+00:00,"Will Bitcoin hit $150k by June 30, 2026?",will-bitcoin-hit-150k-by-june-30-2026,2026-07-01T04:00:00Z,0.0625,69365.26,150000.0,0.37081461291955026,0.49570000000000003,0.00614,0.0006847276424482949,0.0004,0.00017527266438324034,0.00327,-0.05923,BUY_NO,0.00034236382122414743,0.02079579095200055,0.0380918452267753,GO-ish
2026-02-14T13:26:23.064440+00:00,"Will Bitcoin hit $150k by March 31, 2026?",will-bitcoin-hit-150k-by-march-31-2026,2026-04-01T04:00:00Z,0.016,69365.4,150000.0,0.1216701602346186,0.47369999999999995,0.0,8.765386471799176e-09,0.0,8.765386471799176e-09,0.0,-0.016,BUY_NO,4.382693235899588e-09,0.01696212324066522,-0.000962127623358455,NO-GO
